,a,b,c,d,e,f,g,h,i,j,k,l,m
0,626.1211365690971,-456.1894928097005,0.04824778978916244,-34.79135652812183,1753.8047950275459,92.26001091429896,327.0551947803036,10.294573354852101,11.594712380185243,267.5689391488233,22.253853788008346,-34.84305143275778,223.43546003147011
1,177.58383556098318,-247.1821844142397,-100.48080647538224,55.83633351001481,517.3836224782157,-2414.0700040564607,862.2474762450853,0.0919382159610762,-62.22850189289907,-5.076756754728942,-101.75263744011959,85.82253703726755,23.018955092640233
2,816.7209288689623,-131.0040592998126,-8.141250292110012,13.792307256240106,1630.8702798679724,16.034618176382622,207.21025633322463,8.953501296031638,-161.77113013802375,56.888875336199874,162.91267915190704,462.69259721401664,225.58697008371269
3,-229.18933562568571,-5.729175161054308,0.3216490574937088,17.831051487533237,2543.8419705286747,-167.9744464032609,230.2209745334946,335.9159473284493,0.11293637234796775,656.8972453339758,267.73690457447657,542.2232988076555,27.03290535717944
4,465.0057846605503,-51.18321042107779,-27.762749188371227,-24.35291808983162,1096.4737365916471,293.2842655571253,156.56077585436842,-285.1165150368812,0.23590133205814912,-14.051652808173197,55.41055242766337,21.537304562713295,81.90082456141214
5,-858.4273414795177,52.017113567428446,-443.66011367656836,-10.671798193926096,1320.9702771905265,-948.0124508799839,-38.844005341918766,15.519323688901745,567.6777939454017,50.52804541104498,170.08752367907863,-115.31130244786712,503.0850725680914
6,-1438.4162194991266,-185.01930417275747,-29.412948729411422,9.365828689079638,1049.3752712505352,370.2458149036751,39.017397876287475,98.71933329395328,121.4480331708227,5.824268204218267,103.21792857982177,-9.13345207166185,-70.41538956407724
7,817.8069022997134,-350.7873931120592,-6.148740816867526,28.22139803889904,3839.100508498915,13.508843519213933,169.43000919509163,52.68134324333118,1504.7881181836226,19.595050565069624,8.533357287838745,16.924565928020037,2126.942797390443
8,896.3241366827879,-309.68750165068,154.4465973787756,113.59120224894653,2094.256169807211,-1199.1555979832488,60.338073998587994,182.4005857368779,55.98456007821004,715.190793836558,493.72414186729935,11.25869077976229,682.6072576714226
9,-837.8589156470272,-239.50379957760032,-699.8553455209926,0.29788452508601826,837.7201994895246,5.212108122407879,0.46822290253911925,32.10827124769521,-267.96052243523627,822.2425432887003,-24.77176445292833,-222.63588437780152,-1.481242353263153
