,a,b,c,d,e,f,g,h,i,j,k,l,m
0,-225.27331303241718,-83.06696179797213,-0.010819298293270373,-187.2438722467316,8.647943152765038,1938.0544926046493,-62.88524324431023,1.8296585876229572,-7.609161521333557,1371.428191215286,66.71577343039739,14.724053263436524,59.333940297030814
1,660.4028346424349,-48.16433627609388,14.963049355156791,-14.195242746330655,45.93857680350569,1654.9429344757652,36.47009005281256,373.5257652191365,-350.50690931253905,1020.2551851323987,394.71483270530047,3.445352953025707,-55.69144035193125
2,1475.0872443825244,-22.104087260616584,-50.50725282295202,-116.92065622373242,481.1177764230194,591.7454388952882,498.7715603574549,35.73006113721967,153.48208798043703,-98.09085742074846,240.71946143531932,9.614612797024918,241.57445883032275
3,1285.0634171742724,38.01317653648618,8.45301202020279,-86.06192555334808,220.61012297311814,1235.2846633980457,133.56935027844105,17.58068996404474,66.83148677807849,0.10838169715853413,599.5901881847371,169.1279061552161,1.6596141541754503
4,679.7785191855625,-63.65532859459304,-30.16020453930995,-10.783981931798131,103.86307199574873,420.73685492403075,109.14320507698531,55.99170878509703,451.4270938134341,1042.1407126524928,26.531358830385027,22.10635256258728,-339.71188960316414
5,1235.148759078751,85.00181971432283,-106.98375334241847,4.063235900042012,-363.87867185834097,779.4737680034639,88.69972100606654,16.699872040983823,9.3654746761863,266.59381221082447,207.00652687996796,-9.421829848600183,0.08675525548364675
6,2415.5249286069875,-154.69381865594474,-20.637490859169482,-342.7443730372594,384.1229331387665,502.0648041065067,392.2993521172824,38.0648557008927,6.665634521783806,308.3734356286151,141.9978314725405,0.17318834994134588,24.702601938648574
7,4260.62452661689,27.239593132413134,-0.05196128577819472,-235.60195165690007,706.489829913729,166.72249053522762,171.62271803659024,-6.332802158442253,8.718200503243782,89.7716724122194,23.065332220179688,82.46980272805715,-89.63474247169633
8,2401.7198641802074,-1.2521527564723702,-79.44625187196098,18.431029963956636,430.84771403386475,307.0284322217665,73.98696245532051,292.39918576246697,187.7640773911103,437.71793317899244,229.3064705698446,370.10690556495143,110.67735369201111
9,673.4994493461694,26.284235624917706,-0.04476874474978919,-20.27089402261271,-566.2863461268611,-36.099275931209036,331.4856934176083,46.670998322438926,212.01712078282247,212.2491160720093,8.466880230055429,3.58696532908221,-2.8935757914058065
