,a,b,c,d,e,f,g,h,i,j,k,l,m
0,851.0523176883548,-126.07117881839127,-0.12085604828347599,-249.4909493052012,1315.671871559789,543.6191554005582,367.09588673677376,85.50007955592214,-0.6149557069659606,1526.0214393645233,287.7426177170964,85.31088629502189,196.5614243058639
1,1693.5455896688068,-131.3437029057176,-21.81603919159423,-433.04055754956994,-138.05475202007446,1539.24398984465,136.56308316809677,32.76420470126414,26.00857776735109,1208.511233710289,6.989013304298445,199.48546710257412,1.220702319118725
2,1646.8073478771869,-3.9990247565562953,6.461516071577902,-5.066737227860745,-234.5294628873471,1114.904304403898,83.6517772687458,3.8623762797176426,20.24694584226803,1223.6354320457817,606.2776886936956,-629.1404304865241,56.30438802022144
3,-98.87762477139785,-87.35244965481218,-0.1795421323484478,-9.773966334822349,-354.0729128615766,-157.71219972220666,155.7962833764336,325.722994050084,160.32277982572134,136.03178521364322,-31.77642207380356,-11.428587825217846,-61.083210834765936
4,1398.4440231190265,2.8932029230705854,-12.472440403188608,-3.6543138858619653,568.519576084729,662.6120566648406,52.070927434313674,-266.24237546194945,-1.153101286397943,1105.0644748038565,0.09201385373260562,62.210506506103826,134.83552629177117
5,4240.143284446826,13.67274661025128,-11.93987692770494,33.739117329630865,644.6978249769444,1735.9155838074182,183.16746758637944,353.2505878114664,181.93382071782446,1364.1720803308513,160.2696802582822,179.52614285915558,125.72948640165639
6,436.3252567909538,60.68075929978572,0.01314037366494164,-126.93153138381763,257.1898278515577,932.0340974819828,52.974243170342945,-217.4819589628791,680.2712333057616,192.66936857261737,158.81111375529437,48.71985213581375,-1.465714799681557
7,228.27792696963724,18.415374865731184,-7.706219523077879,0.05768871092776355,873.6557187574833,23.766613961390853,153.75376574318315,13.301350095836618,67.82362599275366,1130.4454104958156,269.5084198384333,93.16910195462866,309.88201289999597
8,2966.7263891432367,-176.5538267388954,35.393902429841546,4.174240530100012,414.54134569743,460.9635547845495,181.85091345255518,110.59419536105813,6.3464485955469225,970.2071674227842,212.01901161186635,-1.3138490629047848,177.44765639453993
9,814.8862814693813,-108.4147333868539,-0.11653181016410027,-65.49578269477836,-70.45313849901436,-0.9083517268630885,59.71891659938697,81.09417135655625,9.47439681840189,627.4047512704543,3.695605303372435,18.3118111410514,255.8075925953496
10,195.77557810502586,17.26078046937814,3.1864549736872276,-192.28609225805815,176.084198337225,-77.69582226999867,93.17586947756247,48.35076793954516,72.52517508449799,2217.7281801117524,216.99425719705374,89.79767488919279,168.42953589980982
11,1588.651466698329,-50.43956574659269,13.206479488470178,-35.725420882773115,915.7838536648355,2871.653401784927,18.73337149780763,451.72283822791525,183.99843352128727,33.438521909600745,915.5447370322916,55.33639746440531,353.30298080599346
12,2513.438218464613,29.52780517329545,-0.08398038191544521,-463.69543612436956,274.9498015452032,963.8607022832746,60.23274980042926,41.074844025050865,65.90685661653959,305.1807843388005,39.12657619092048,-31.246312668774415,27.837414933002073
13,1833.5338106899733,-119.78349951777358,8.965965684051032,-43.88740219332819,667.0760417989896,1632.2239863764783,331.25388716701093,-1.1495906141250938,426.0258961874717,2140.6637506944617,13.533108370536235,-77.83554352585548,22.695789793164295
14,1388.9857407872942,-12.871460825885828,-6.933922949028966,8.400394532704997,-199.00115094124044,1146.201871473969,-17.3340600524444,82.97872128436424,465.64791580322117,651.2356775524527,31.47738066742523,84.99799147947361,-10.565138989518939
15,1815.1492641491805,-20.325928481108903,-0.13098762877542783,-56.70506916739229,-912.2976916811544,905.5643918378241,309.7353575929189,32.49680011802137,24.802394600535504,647.9553608976667,133.28426180715076,99.51619046387788,0.6971403632106852
16,1994.0150473416106,-219.4391841985965,38.009877686496836,-104.26997875022657,-166.75748010884766,212.8313468428736,195.39169667163145,13.235121478684817,22.876770361662572,1381.1879193320365,-29.737087373134404,-5.900723114657018,540.1239812524468
17,1215.8559304566104,-4.379585168861285,26.769302867321656,-25.65217227252983,173.25707192968662,661.7960131127857,167.4493046949474,3.1750345967685547,74.01184304019228,383.04671579630985,60.99499264895101,34.05702158344352,-954.3386807033626
18,2169.615229306561,26.675630352756627,-23.080314417606044,-35.66056304736035,936.8338199371188,848.172766716606,46.812624799717405,255.62920533472814,179.52141194881906,1000.1280211758877,173.1682715776021,28.383373544552676,175.1404815643961
19,2181.6329047785694,93.07941510556135,-43.31331189426635,58.45735961458419,-77.95854779530292,376.8305632989234,74.61407330934134,299.8889753623985,72.6560735999437,2015.4125364262716,122.82401069151706,511.8282388124651,-82.32811842085849
20,1235.4927285725962,0.25460761918082997,-65.41241722807028,1.9483728008479713,480.249358006937,1405.3246678403812,68.68996232942294,13.5325091279037,167.38106026814697,1351.0840961089452,14.657610228286785,174.18741883178916,97.04417394968374
21,753.535195096319,-193.84095960409707,-222.91008847616195,-200.5495393933551,358.34391367971523,83.14874380858934,-198.80299283596645,25.351411627829492,16.93427747184688,308.2435371178819,0.03516264705594743,64.62663865774137,31.49773495026094
22,3115.2296853541006,50.502330657133044,-79.47183361554153,-84.47806466718691,1162.4117805009034,1261.456280953957,-12.701481628829665,127.3006840930525,10.291798846453993,1656.3383933292816,49.41659959503576,283.5426266080324,-109.27150891077395
23,-241.87984548688792,87.13822050574325,-161.1990015731825,-397.3810800455626,-246.09970908820333,174.13289224682438,208.09220978277486,139.9507895672022,-335.49895841365833,-9.445438415107821,247.416169096999,74.24984115268695,63.41357668160641
24,576.2432955567333,1.5061697952305468,11.00036074443666,-91.84937664546827,-1226.755345666148,2069.651983827964,50.17094855360785,76.60884141895718,24.327846589222823,1982.8799317492428,5.234041654577018,139.30114919354315,87.86476994124986
25,1661.4186216817343,0.4363222808082565,-28.142195235825156,-116.3354347001676,1157.176410156253,1375.5511946285067,76.33724135085384,81.63319514867928,933.8235471995604,1338.1095644148422,-9.615547696468557,407.3554759931275,-5.604718383286323
26,3008.084399203831,23.923156400092665,22.160361030846556,-21.014875711067237,797.3711296214394,1030.175235494587,8.914743131995952,9.621389824363485,111.06206777106628,158.76577874617783,6.0688430357412315,31.672800676948498,543.3407349406447
27,881.3844435522255,-41.92370886788315,-11.185502286177368,-69.13809797609002,340.2939974978874,141.16867025767456,108.58431375068784,2.669749072299501,503.87860314571077,282.86785216535145,19.997755067342936,42.24328762186859,17.816341369703732
28,1956.6776819821812,-34.922508408820676,-43.605337794952696,21.313926961172516,53.94776848319479,1503.5611717343108,70.1543071530372,85.71341749824134,1007.4767303111025,424.20481061576294,236.58965422442128,194.86520601017548,478.9292048942012
29,29.559519820208607,-152.13703319314516,21.415406498854836,-293.6557847383615,-108.329959321986,-16.206254530164923,-15.96409822816625,72.39525075851535,-44.15858976337184,1200.9007067812865,42.18536449205907,114.63849747823912,-14.297133874484857
30,1173.8677959433937,11.136751312494686,74.91499117118451,-531.4281864823629,-308.99833134124384,94.08213466785462,87.40083207194357,63.90925766058109,343.07127910577344,446.1087780066639,-41.364170305001956,161.00207314823888,75.90184605345632
31,1196.3396748220716,-163.8041880866239,11.430520869405555,-168.04858406006716,434.01456122375794,4672.115201609372,-487.96495205509945,76.26106003732357,32.39808019842161,1028.3289369777094,56.27563069673296,72.8130624674489,260.7552331209409
32,956.9907565389553,24.142631423934674,-224.5756204069848,-79.33375244410826,303.5703925178877,152.9751272192301,-43.445149545631864,1.8030413727860517,63.79136838591043,30.30393539289176,9.15423541369223,13.797089598645309,14.692282097346393
33,40.49019506527705,45.54120632804161,17.0209785434823,-135.15871399247,-585.5324630171984,136.08635796780672,-104.04159049577227,9.159565926560216,-53.21446015691757,-117.00369372934296,30.860920681000508,81.88044578663907,-79.83860495187231
34,2527.923021321821,97.56788942676063,-7.128340857598046,-223.318804456114,128.4024448654553,53.53747364669471,141.90242802061655,26.267826340414487,101.65243667240932,993.2312108463792,293.57258264796104,40.79343567889946,9.3373600025987
35,1512.7604286738103,9.801563287261889,20.61277979759272,-381.9870942084576,755.9027323642134,2093.77086223345,7.230888352018724,62.249017031396086,559.31778192856,2461.4344239318675,109.61019490797655,31.42330682910861,34.482366126380384
36,3665.0302087916475,23.49720151509723,-30.603589508049915,-13.255522018010538,375.9425164162126,1367.9885382910322,441.2987729743583,22.343192424868313,65.21560222793241,948.0114805658889,-3.426412133412782,53.209151139196806,93.93208377243327
37,1791.431805697663,10.255122660722284,49.05475508101148,8.140375573902833,735.0517701113348,790.6696757525934,332.87401748672556,111.3705340387017,460.0732944142128,5.407815850783455,47.505838050336635,88.00353523445753,0.044989426425172896
38,2737.5890342598195,-9.315438879475238,-99.60841817265856,54.47536918177093,351.90612430736303,924.4078341133562,193.01861324193038,-30.28338415053159,-20.392642009010643,313.3701383342604,705.8966553457888,15.191884822891637,239.36771008784132
39,575.3117662378845,-2.10449152847508,-99.88914797038478,-10.516157522573268,252.95951804256924,2229.1444715994,166.52571212811887,10.39451049947668,12.311903951915566,954.3444110165467,1872.9168525517625,21.185269475723846,345.4148479305097
40,1351.6753032947763,-97.1700673871893,5.676160576295295,-33.778059649558415,382.1885599394546,1454.3065065391881,87.19696888314988,-11.550570744291853,252.27304609952216,1727.196009214015,2.2703031105258393,92.62901860824981,2.24889792228429
41,4036.65806371321,-320.8368344664726,-144.1791766333686,-180.2179221321572,298.5306003092405,1392.8192434139514,444.43248379250986,146.24925754189715,402.43349847720043,2301.4063924208517,30.29186637247397,54.548927874384184,-2.0456562411852324
42,1354.8408250480047,-33.10551844111418,-48.114389051469,-9.994049983509584,-305.38771939405706,1678.472512534443,136.50587092310028,289.4249776697952,1196.2714913169152,1999.7557501010024,54.13504961907015,40.7760982229077,39.307856817877706
43,429.4914058079046,62.05055462019369,-15.314347938426872,101.4536856795676,-938.7647132248437,359.6540913834849,0.4864661898056548,5.56830879614542,-7.088464782300743,455.9232549268494,-4.462204546410449,16.440931535313204,30.428128726094414
44,824.6113564283974,-46.02394761249039,12.953723674491371,-33.61999472928316,-1020.4460988424879,669.0405386849437,34.57569439490973,118.49674284733415,309.6181404134063,157.89608753280947,172.56973755698957,-29.082197857239493,9.650954064730069
45,3386.219894542534,-2.5350543335362046,-0.09937482335164009,-195.6688997934146,3565.2653371806196,-341.5583700817267,656.6609583856407,543.4309645601207,557.0641949900122,2920.048744447299,44.36024031991311,146.53454410412468,1431.7970253111882
46,5263.074934523145,0.25578205361184164,-197.8450467354529,-23.515525169280185,1077.7061939227556,4862.016465743403,893.293540915822,673.3307060565962,265.00925342817845,1800.746366532343,234.91145276533882,2079.9075815237366,8.972616953670688
47,2326.8037142380012,-24.33398967631786,-121.21358584307622,-49.11214692255259,745.605154050259,601.0289748874128,394.8745122994554,-8.945167977628097,149.6178750557506,4104.362629576451,0.05990690857065366,6.1268303052071,22.936139595528346
48,1777.0152875758822,-16.981954715036935,-130.5702881879913,-15.279425578329,683.5762819997099,15.733016428402799,615.8936761077721,146.9064513899059,110.85406570487339,196.19434442965033,216.71369813255865,16.800961125495785,101.347710248911
49,2078.7022679977945,19.700279502319532,-24.476642116430938,-355.7066923637817,26.23778163437157,875.3075033426596,236.76997582963315,-227.4469075972131,-54.20071009874093,386.02793426456986,419.7901766766254,-79.70785904125441,6.36424331899914
